center,left,right,steering,throttle,brake,speed
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_075.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_075.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_075.jpg, 0, 0.6501242, 0, 0.8900922
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_183.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_183.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_183.jpg, -0.03547204, 0.9753181, 0, 1.834177
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_284.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_284.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_284.jpg, -0.3231, 1, 0, 2.931815
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_391.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_391.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_391.jpg, -0.6786093, 1, 0, 4.286422
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_499.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_499.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_499.jpg, -0.9699211, 1, 0, 5.359904
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_612.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_612.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_612.jpg, -0.926275, 1, 0, 6.66378
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_721.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_721.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_721.jpg, -0.6344439, 1, 0, 7.817972
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_828.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_828.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_828.jpg, 0.03746116, 1, 0, 9.140869
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_13_936.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_13_936.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_13_936.jpg, 0.3584282, 1, 0, 10.1636
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_040.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_040.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_040.jpg, 0.3326855, 1, 0, 11.20985
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_143.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_143.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_143.jpg, 0.02208352, 1, 0, 12.09794
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_252.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_252.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_252.jpg, -0.07216215, 1, 0, 13.47874
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_346.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_346.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_346.jpg, -0.3727863, 1, 0, 14.558
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_449.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_449.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_449.jpg, -0.4564472, 1, 0, 15.55239
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_554.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_554.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_554.jpg, -0.1400464, 1, 0, 16.59748
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_663.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_663.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_663.jpg, -0.2443296, 1, 0, 17.71853
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_771.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_771.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_771.jpg, -0.06669974, 1, 0, 18.94562
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_877.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_877.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_877.jpg, 0, 1, 0, 19.8315
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_14_983.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_14_983.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_14_983.jpg, 0, 1, 0, 20.9388
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_090.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_090.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_090.jpg, -0.3576629, 1, 0, 22.05458
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_197.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_197.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_197.jpg, -0.1881752, 1, 0, 22.9977
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_302.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_302.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_302.jpg, -0.08883905, 1, 0, 23.97956
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_409.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_409.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_409.jpg, 0, 1, 0, 25.12716
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_514.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_514.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_514.jpg, 0, 1, 0, 26.08114
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_620.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_620.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_620.jpg, -0.2802662, 1, 0, 26.98886
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_729.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_729.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_729.jpg, -0.2302594, 1, 0, 28.09627
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_837.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_837.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_837.jpg, -0.2410741, 1, 0, 28.95749
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_15_949.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_15_949.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_15_949.jpg, -0.310554, 1, 0, 30.02018
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_062.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_062.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_062.jpg, -0.01111507, 1, 0, 30.18725
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_174.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_174.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_174.jpg, 0, 1, 0, 30.18921
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_285.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_285.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_285.jpg, 0, 1, 0, 30.19027
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_397.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_397.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_397.jpg, -0.2424603, 1, 0, 30.1762
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_509.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_509.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_509.jpg, -0.09233379, 1, 0, 30.19164
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_611.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_611.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_611.jpg, 0, 1, 0, 30.18986
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_713.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_713.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_713.jpg, 0, 1, 0, 30.19024
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_818.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_818.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_818.jpg, 0, 1, 0, 30.19026
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_16_923.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_16_923.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_16_923.jpg, 0, 1, 0, 30.19034
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_029.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_029.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_029.jpg, -0.133245, 1, 0, 30.18564
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_133.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_133.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_133.jpg, -0.4466997, 1, 0, 30.14676
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_239.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_239.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_239.jpg, -0.1299448, 1, 0, 30.19213
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_349.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_349.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_349.jpg, -0.2582216, 1, 0, 30.18538
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_459.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_459.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_459.jpg, 0, 1, 0, 30.18826
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_570.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_570.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_570.jpg, 0, 1, 0, 30.1893
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_680.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_680.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_680.jpg, 0, 1, 0, 30.19069
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_792.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_792.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_792.jpg, 0, 1, 0, 30.19021
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_17_903.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_17_903.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_17_903.jpg, 0.288012, 1, 0, 30.16996
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_013.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_013.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_013.jpg, 0.2075611, 1, 0, 30.19067
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_119.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_119.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_119.jpg, 0, 1, 0, 30.18804
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_225.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_225.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_225.jpg, -0.088107, 1, 0, 30.1837
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_329.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_329.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_329.jpg, -0.4454881, 1, 0, 30.14421
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_436.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_436.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_436.jpg, -0.4098598, 1, 0, 30.17409
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_544.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_544.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_544.jpg, -0.1297377, 1, 0, 30.19238
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_658.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_658.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_658.jpg, 0, 1, 0, 30.18909
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_759.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_759.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_759.jpg, 0, 1, 0, 30.19021
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_861.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_861.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_861.jpg, 0, 1, 0, 30.1903
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_18_961.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_18_961.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_18_961.jpg, 0, 1, 0, 30.19032
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_078.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_078.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_078.jpg, 0, 1, 0, 30.19048
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_180.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_180.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_180.jpg, -0.3063147, 1, 0, 30.16727
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_284.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_284.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_284.jpg, -0.1647213, 1, 0, 30.19031
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_392.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_392.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_392.jpg, 0, 1, 0, 30.18973
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_501.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_501.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_501.jpg, 0, 1, 0, 30.19022
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_611.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_611.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_611.jpg, -0.106419, 1, 0, 30.18792
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_722.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_722.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_722.jpg, -0.2206804, 1, 0, 30.17978
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_836.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_836.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_836.jpg, 0, 1, 0, 30.18957
/Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/center_2025_08_05_08_09_19_936.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/left_2025_08_05_08_09_19_936.jpg, /Users/thaiscontreras/Documents/autopilot_project/data_set/test_data/IMG/right_2025_08_05_08_09_19_936.jpg, 0, 1, 0, 30.19023
